,mse_plan,mse_adj,mse_both,mae_plan,mae_adj,mae_both,A,L05
2025-08-13,46000.30001174565,47234.9988470806,46124.81924958641,45746.2018861387,47197.08931614548,46161.88682446044,47316.49291829234,45072.10864573329
2025-08-14,46847.64881944693,46546.71781518455,46711.88781659426,46793.86548202665,46484.39712528908,46026.079895623676,46528.016277871924,46460.468770329724
2025-08-15,24182.702238647173,24315.45435848503,24132.217829984103,24142.499566834813,24113.0340195514,23889.594819238107,24365.9387671481,24207.56016564609
2025-08-16,24124.30016039857,24719.450138057466,24081.36243196091,23913.92401684185,24555.582562558557,23707.11871290528,24762.387866495126,23885.847079602932
2025-08-17,45778.95615851005,46180.29593918592,45589.587491908824,45563.349601551934,45952.20134610369,45124.1379408176,46324.965459949366,45224.60957403724
2025-08-18,44755.08873040615,44443.3224009662,44742.82263381398,44978.30431904479,44403.148235022825,44868.589013238176,44523.41532443818,44183.73974757746
2025-08-19,46172.1129177489,45995.03096069501,46222.23233573269,46180.01563117546,45892.716661425744,46209.59300896027,46005.862417220684,45599.96971852913
2025-08-20,54328.489800290605,57458.6461952753,55291.9071836838,54277.194425139984,59014.14767230707,56670.3678326807,56519.67087345347,55582.54455886882
2025-08-21,46855.709718440114,46375.34891908794,46371.27583526306,46881.69370512234,46124.68592130537,45936.60535327145,46793.7185449197,46903.219624334895
2025-08-22,25705.353439830233,26021.75168103597,25684.37389980768,25715.19852750099,25908.416576744956,25580.88388318742,26042.731221058522,25806.25806048206
2025-08-23,24287.836507221316,24423.827620125005,24249.74413076912,24223.08094644665,24277.408302245567,24038.569252115027,24461.91999657719,24174.401764902832
2025-08-24,45337.287184336725,44794.181685961,45332.8198835217,45394.918406764475,44916.20302497621,45518.52150982031,44791.187709000005,45288.05978297696
2025-08-25,53469.04280313909,57191.47915238939,54243.50516662064,53471.448983580354,58076.055049621355,55116.90372118447,56430.807327315735,53358.34600788902
2025-08-26,45937.83374022414,46294.343801207404,46038.56924958612,45997.91050972898,47094.2268145129,46300.68309377477,45665.62079209282,46067.79249119841
2025-08-27,50074.73428034752,52503.28398132369,49841.51385632927,50196.330279105736,52217.6822223999,49658.23757628379,52729.27954777891,50172.01378667928
2025-08-28,49941.32981083469,50386.93248360119,49843.62658024968,49734.00323812036,50395.395042099146,49343.748241585454,50454.35495740234,49785.533399644584
2025-08-29,23929.533922352308,24076.219095413282,23894.19364905052,23911.766507432287,23925.587221446607,23725.794360163825,24111.559368715072,24029.236364562377
2025-08-30,24397.295606387543,24484.091044647343,24331.857753261396,24437.276994165895,24331.593726143557,24204.721356719936,24546.413678125344,24492.851425052682
2025-08-31,52492.67104425757,52349.56820151088,52216.72958908354,52204.422003163876,51655.424136328955,51216.26361291052,52650.2018657146,52478.424645650666
2025-09-01,38716.65584646484,39568.300421327534,38660.595693899806,38631.49196986987,39455.26909017233,38461.98274002576,39630.955821522264,38386.24739429531
2025-09-02,39498.40906854068,39854.79123049436,39039.692780111254,39366.03659561923,39194.73028466015,38476.19087165912,40393.06083252977,39127.419623266665
2025-09-03,40636.9261210724,40913.8514567756,40787.57114122302,40742.58087290337,41234.24694938632,41201.29745257434,40757.5238468565,40658.36108947481
2025-09-04,40025.00187431624,39969.279023643176,40255.41129166275,40190.372921267204,40657.83477959354,40967.138325804306,39756.8136942985,40198.51337687565
2025-09-05,19444.731662318973,19309.805299881846,19257.248352952112,19391.464790058304,18673.549986071033,18567.726166880635,19497.288609248706,19660.476913571583
2025-09-06,18668.69697768268,18423.988715597698,18480.71940797837,18671.45123907324,17811.12298967693,17870.607943448158,18611.966285302,19174.32501368152
2025-09-07,39516.956474433544,39261.915172615954,38640.23621635529,39472.47236292121,38981.02011231771,38216.638501095484,40256.79504193238,39446.803860007785
2025-09-08,43032.25104285642,42226.01433659443,42914.70980216632,42996.68389424813,43265.373046574845,42844.07823949984,42337.27081066707,42756.67327612017
2025-09-09,40244.39108135838,41339.319492988325,40174.3507914939,40340.266974063095,41257.71962822289,40085.595904290036,41369.207668341674,40124.084744930115
2025-09-10,46234.570737604925,47715.36698025001,46683.80336927419,46171.58475159379,48703.89070334207,47459.261541768436,47222.1498224818,45626.35724219557
2025-09-11,41315.160890397885,40658.89459750373,40890.84636640395,41436.23534664057,39803.22829806601,40154.88190134975,41083.20912149765,41560.44331422936
2025-09-12,17790.13472995276,17761.427006751037,17772.2591470478,17772.581071378685,17706.29104966585,17703.59060096449,17779.302589655992,17715.125227788754
2025-09-13,19557.907851846994,19414.619711689178,19450.386526488986,19516.599007049488,19202.055434229726,19056.33531230044,19476.62744508225,19934.606223512452
2025-09-14,41499.874819974015,43681.59865654167,41536.754421845624,41497.88674970909,43316.31187495198,41518.04075357105,43836.065796509494,42088.67063562177
2025-09-15,40930.99316381624,41494.622076955144,40854.282622158025,40946.27452512991,41230.20017597094,40633.95656347409,41636.77228515507,40247.23803036924
2025-09-16,43287.14893536523,43965.10889303504,43156.76367396969,43331.72067968311,43703.05225457442,42925.43289516658,44095.7599743558,43345.6283743693
2025-09-17,46391.095618705614,46593.31700961689,46112.42754754964,46422.13090465159,46619.944483830346,46300.995255283226,47053.90868522409,46616.57196705527
2025-09-18,43488.98830969117,44907.530528742485,43375.905329520545,43273.83790335711,44944.50981500156,43064.44038554781,44608.94293988508,42598.94463491829
2025-09-19,19223.463826055005,19395.877504339755,19221.96263871034,19166.9746424511,19366.76149530987,19144.690570251183,19397.89233546146,19382.84074334888
2025-09-20,20065.21003980827,20190.125169246337,19974.591760139778,20016.311596777963,19921.956814768164,19641.731967749165,20275.645708428223,20336.123007598086
2025-09-21,41345.98898866217,41047.08075602255,41146.623658789285,41362.56576775376,40932.47062924448,41008.900870731915,41355.94449678392,41430.93030906938
2025-09-22,47117.42126094624,49250.867489488366,46995.03394530476,47196.18615475613,48353.34589781351,46176.941852881515,49373.29985361528,47626.59966793208
2025-09-23,43927.65626138376,46230.28404618225,44890.54038401951,43969.71671510511,47204.35802629076,45933.480358743545,45375.48881671298,43948.066658556025
2025-09-24,44707.543517850034,43733.30428959944,43374.41408846542,44804.74148072759,43763.19539998217,42328.93333504204,43649.57169898418,44704.91911617688
2025-09-25,43612.92389156585,44481.55421927308,43630.30630179497,43691.90126049992,44559.59529414115,43772.52411598576,44461.38412435751,43511.065354294566
2025-09-26,19851.454205634876,19973.951012313755,19766.91679753102,19845.23337556337,19698.43731356041,19485.778843841297,20058.488420242295,19915.596611021265
2025-09-27,20739.4692019468,20850.03205267027,20742.42855588347,20664.494480669055,20856.638591510644,20674.862956597965,20841.99057224833,20868.240661367825
2025-09-28,45522.15770120066,47110.35318697248,45538.9023713544,45852.96655898204,46363.15118974891,45671.94107049792,47433.60900157305,45346.083556338184
2025-09-29,53066.71042401131,51461.78335408363,51473.70196606123,52991.236473563265,50386.85480611438,50328.697383686485,53055.72403132108,53124.20360250303
2025-09-30,48239.435699570466,50807.90198834044,48390.21250128342,48273.03854843434,51688.97154345943,49310.23633795879,50369.02267158622,47838.64450674998
2025-10-01,37797.43023297244,37339.41878566178,37825.9853238056,37898.6217463619,37229.48798355899,37794.333615487005,37303.32351985841,37918.71459012164
2025-10-02,41169.60079819611,40932.58458316581,40724.378577743664,41190.07771872816,40150.75755312665,39963.02846814392,41377.80680351573,41233.2223724094
2025-10-03,16407.503878507367,16410.87781472249,16352.315540072335,16393.084530056763,16235.891494590838,16162.90987142143,16466.066153069998,16266.656882877638
2025-10-04,17936.687240174717,18070.044833090345,17905.834623112707,17905.38234847334,17963.805744257446,17762.91772520745,18091.435248141344,17770.209396561997
2025-10-05,40426.43824812583,40993.34966020062,39587.762912456965,40403.28999263927,40352.67883309283,38885.313224495854,41795.40874014799,40681.94966130942
2025-10-06,43773.262802544974,42955.90340025515,44097.0161260352,43708.17226054292,42854.30670395024,43910.49514282592,42655.89143089446,43621.20964832873
2025-10-07,41400.10057627702,41786.28039297772,41609.85574699534,41413.975585002096,42313.83317760366,41903.048791837115,41316.27787542803,41189.82887524071
2025-10-08,45017.41552863895,41026.65461166976,43010.70600107108,44981.08559466433,40061.68368895303,40970.18124428151,42850.95043172211,44994.21111253889
2025-10-09,45170.67836226703,46343.78225734972,45069.43263013297,45156.31713962629,46099.95483098922,44825.75919764383,46445.027989388924,45203.75003807523
2025-10-10,18452.816450292223,18595.100708928803,18421.551384377355,18443.29601676097,18476.842598883562,18320.22726859816,18626.97446718083,18374.061038176078
2025-10-11,17892.228962079404,17903.586876562502,17851.92538493611,17884.814236024537,17755.478611245242,17702.71387317875,17949.471127462566,17933.162776184538
2025-10-12,43131.9626418691,44081.499125264214,42916.496472085164,43181.91619308515,44258.300863220706,42658.727675438386,44649.48396392892,41191.80789920295
2025-10-13,46462.67024352765,46604.94092959607,45977.81375617741,46557.39363597243,45710.095184208665,44859.05678207337,46973.17947444804,46633.198807520406
2025-10-14,50445.65529159155,52336.710092554385,50644.88851998303,50573.81998646078,52082.16699930107,50541.5645092309,52146.284344435684,50775.89014453466
2025-10-15,49068.94535210156,51502.17870176118,49080.22349057812,49176.54803063287,51727.17879324392,49298.444551720415,51535.75380388633,49208.54071820398
2025-10-16,45904.10228998533,46447.47232811029,46094.59241093752,45915.84238456352,47056.378592109046,46622.96331632055,46163.61159090747,45843.40244669186
2025-10-17,18608.927980530112,18847.136762670667,18557.557294158494,18527.44128948891,18660.584899836525,18289.51874025984,18898.507449012424,18165.811823147866
2025-10-18,18760.88611673456,18972.852161822662,18646.505509146733,18678.199995452283,18649.791288287564,18243.944843587247,19087.23276936498,18576.97640337028
2025-10-19,45870.30993472324,47765.397521441206,46468.15861272892,45929.58725085998,47875.574961208906,47060.77161822573,47141.70784569677,46449.747580216645
2025-10-20,45196.11757934576,47770.83656755832,45252.350818507024,45284.61404080086,48127.280942642734,46273.0061103803,47529.036835812694,46146.98810456497
2025-10-21,45406.17091581183,48543.467306955914,45632.27171393223,45087.18223343107,48681.50277977028,46405.3020751981,48532.11636827418,46133.5885955442
2025-10-22,48934.9085019846,46282.89765052251,46968.530460759124,48947.48567353166,45899.405815462545,46472.83931613836,47171.893385775365,48909.37298732564
2025-10-23,50653.96243185446,50951.12563623315,48392.0638450574,50575.255608049774,49525.36485520354,47714.118451845636,53214.969780417574,50472.797177685294
2025-10-24,19123.83026380772,19048.008732082817,19083.886231859877,19137.245234965863,18918.59327460202,18967.88574535962,19087.952763803114,18832.92936907329
2025-10-25,19389.116233300545,19178.122559668278,19522.62369708697,19834.045341109726,19598.59485087759,20320.749437713428,19027.231888957496,20243.411989508262
2025-10-26,49853.48433197265,49354.5473258113,48625.09914668889,49844.55154277661,48457.08526272718,47748.55895071802,50648.14997236804,49991.70151610632
2025-10-27,46195.624070221354,46676.188373722514,46175.62145534378,46218.55528452719,46738.06144220975,46307.130060997384,46710.0875417502,45856.814927364685
2025-10-28,47296.29353309711,48211.72249863012,47222.42644058421,47244.838937460925,47894.96581093562,46943.9625962897,48329.966492192805,46990.70688350818
2025-10-29,47841.72490923482,49277.77656185729,48577.62958929781,47628.620203253544,50945.50326191619,50038.160802540784,48408.0381786789,48144.88693760266
2025-10-30,50676.014739543025,46522.65505393645,48104.870345106945,50650.18452540291,46068.14375487429,46279.09864946065,48399.97506143024,50257.611074737724
2025-10-31,19484.321634250897,19693.84205813267,19489.44587260302,19490.60462132145,19659.098907963264,19485.30824921558,19688.717819724185,19495.55344759571
2025-11-01,18768.671319067973,19131.637829068317,18775.172471803264,18771.13706799101,19017.5267395267,18709.211272712037,19140.726855330155,18512.32710362133
2025-11-02,47308.370417007936,47532.79019181392,47179.83183843495,47326.92411842016,47123.43497235254,47087.38969561118,47870.82512835871,48177.1305138145
2025-11-03,48902.96967449256,49947.40536989692,48869.118403870474,48885.68688592755,49882.22617286251,48746.6590400616,49756.81941601742,48937.24823500425
2025-11-04,48318.28532801533,48678.299694807625,48098.858453392,48402.918734837716,48360.5233732461,47704.885473185626,48788.101985426874,47955.919808568906
2025-11-05,50468.208187559176,52240.975351786496,49867.059397698955,50675.91779176508,52256.8680809776,50104.99898234966,52866.756201076576,50954.174894697426
2025-11-06,49657.67890342523,50070.68633752247,50061.0758498901,49710.756527538324,50514.409147494676,50588.69607197698,49720.36217420656,49385.428077495686
2025-11-07,19562.394529309437,19682.684107606823,19458.05954359603,19559.36726907343,19546.336633576335,19185.467965803513,19741.890966902152,19517.545416580484
2025-11-08,19930.27811800618,19065.38987012544,19883.694981863693,19904.306515083677,19025.799704047808,19693.235582560297,19100.204700845075,19516.204690301794
2025-11-09,50108.706920364675,50603.805706847226,50276.71396665053,50075.02471959038,51046.97084715652,50735.8499776726,50383.288925208755,49644.08575128355
2025-11-10,51942.56176858815,51462.46469959524,51525.83102589336,51954.00894586557,51904.52142783895,51110.98274330634,51821.4789104975,51852.76806284959
2025-11-11,50141.68175643176,50367.83094343088,50027.83460980312,50115.533188748,50088.65538686166,49722.990312401875,50481.871223595714,50095.36054429468
2025-11-12,51891.64654474587,52150.81540856062,51407.31702776566,51892.09590697705,51504.80955732918,50776.52863955515,52658.17714017028,52076.277287073404
2025-11-13,51577.23391499311,52296.55999821897,51425.913598540785,51599.533367891156,52100.93863694619,51253.67961269358,52402.7476198328,51243.708432233485
2025-11-14,20418.54073112687,20719.26769900894,20385.227784426625,20429.810816077705,20618.950058058886,20295.874971219248,20752.451846139807,19868.553818100012
2025-11-15,20058.638938836586,20367.61294193828,19935.213318353213,20023.570009516417,20069.395999282577,19602.449134883,20491.038562394537,19992.061634519396
2025-11-16,53401.61650414979,52519.05174036882,52828.83961866284,53478.705487476334,52464.039962516756,52869.19652443646,53021.17242999974,53560.72607420219
2025-11-17,52273.87352309556,52822.37156032386,52050.71286410191,52317.16623309763,52486.379980543956,51727.79101602482,53028.15005108215,51808.77615502822
2025-11-18,53541.52568879864,53584.06537989453,52847.56152679228,53606.45814572287,53369.53107029545,52457.45037824956,53906.45727834036,53395.69748446216
2025-11-19,54137.75092680116,53929.84522703122,53562.69506823361,54120.26809919585,53412.54119609372,53042.252487166195,54504.87022418007,53985.37937167718
2025-11-20,52062.529661316396,52757.9134208109,52061.41622816399,52072.52547914015,52637.61974548071,52074.43080454098,52740.18581331121,51852.705430907045
2025-11-21,20310.237114290212,21012.92403555355,20279.71840556753,20356.511953836038,20914.76971683652,20242.20554402705,21044.724874421463,20277.10574477775
2025-11-22,20689.631390089166,21182.172006768124,20600.920673148088,20637.321111717698,21000.767617065798,20359.134088709587,21272.759289936497,20637.48881370718
2025-11-23,53600.063843071315,52936.29852683095,53206.61859037652,53689.61690808237,54256.3554831401,54658.36730947463,53340.5391163851,53827.275108974274
2025-11-24,51480.907123399775,52016.88580064439,51696.60187889046,51535.400471223125,52530.24892860313,51974.5855253159,51654.18523621618,51360.13884205068
2025-11-25,53144.955721876555,54397.83923675948,53090.44840400077,53177.2506635838,54305.684785843674,53039.64051111173,54453.20469123036,53067.341467604274
2025-11-26,54223.27358933987,53853.41198439805,53509.4920389294,54208.77614497125,53373.713092571474,52857.804593919376,54588.44498676201,54143.375854023405
2025-11-27,54853.7124555483,54844.50601647454,54797.29627422409,54832.23120865725,54692.18932448865,54627.016501716986,54922.796252026565,54782.29041320094
2025-11-28,20763.144169680418,20963.084462629,20483.277996879733,20779.45332921856,20650.99128242549,19867.124261833957,21108.46562254853,20988.902453125414
2025-11-29,22157.73812609749,22754.290437998367,22040.67533967816,22117.05835020637,23328.53206323809,22332.31991474542,22465.21708127534,21670.278239201176
2025-11-30,55295.307366418565,55619.62944544397,55960.881708685505,55376.74185948656,56515.36472726592,57024.57854040856,55365.670478186854,55957.68379628891
2025-12-01,59872.814695158115,61020.39570195983,59837.25444076461,59871.438024074596,60786.867301452585,59685.216603117966,60216.063258621696,59779.640144971454
2025-12-02,61507.672773852144,61996.28464201018,61397.184952373325,61537.79396476833,62133.2429008525,61182.70960533199,62161.02391871234,61750.973773316095
2025-12-03,61189.86824906414,61803.02565636892,60959.368399318744,61224.49739058012,61480.38281288924,60671.3399187147,62033.52550587486,61156.89831899004
2025-12-04,60716.93866569894,61182.54011078617,60549.35438777348,60760.26182298802,61251.12811173328,60711.275331767756,61309.28063072074,60935.20702250341
2025-12-05,25767.549727463964,25621.373355912543,25437.167194553545,25793.048004486827,25323.71502866022,25121.62727452197,25927.972645801776,25755.880772503395
2025-12-06,26725.204256211175,27092.180751482032,26447.12761039567,26666.37032611634,27868.1296764929,26367.044267748326,26873.076460179087,26087.595323914855
2025-12-07,60726.753898312454,62181.57690684696,61197.24143524726,60669.762613541934,63464.84839993722,61898.33559319534,61625.256759001124,60366.19481799722
2025-12-08,61778.65418247216,62002.238456984305,61529.06989059381,61758.981786284094,61647.01236555213,61156.107402783164,62371.56169041377,61137.4984445426
2025-12-09,60996.405249661664,61232.768022250086,60856.64728410931,60961.253102850394,61094.10264460778,60546.287209367794,61330.83805907522,60664.09520928335
2025-12-10,60329.8219410418,61283.05830999986,60223.33598492233,60299.038664075255,61365.72311818866,60220.868308834164,61128.90935118329,60225.49737177951
2025-12-11,59969.442320691865,60028.40118394575,59729.883059818654,59966.919885298455,59777.94371696465,59487.37981727269,60213.946754866716,60193.18531261201
2025-12-12,27472.599547097798,27738.437534567172,27196.11015698443,27589.37351956012,27112.14383230281,26694.900624557296,28225.80895499877,27479.944812846625
2025-12-13,28469.094730704728,27319.620571005624,27765.883617984215,28516.310144108487,27527.552163371718,27286.845054828624,27629.10715599974,28461.47094723563
2025-12-14,62050.04286468967,62009.34950104292,61809.83939013466,62087.603537554256,62425.246860853695,62280.670978855684,62267.56499785891,62236.72198827832
2025-12-15,61634.20652441185,62354.743365652095,61418.820421268414,61619.836695704485,62270.50351320103,61308.37721118495,62552.502065815694,61475.882552485484
2025-12-16,61907.78806884548,61653.57063977387,61660.77728371316,61942.93543029988,61391.8981014858,61277.21013843971,61821.26785493748,62115.10588842582
2025-12-17,61054.60516722699,60933.71088909255,60786.04967942103,61042.08098208057,60888.65885980449,60744.75402243229,61226.04985367674,60804.84048026598
2025-12-18,60639.15491317612,60724.30666506061,60403.48331053837,60667.59791446409,60677.04495905459,60183.81520279779,60924.35280732084,60471.2554894432
2025-12-19,27362.033836255447,27152.22473777841,27107.837960387,27355.853070126777,27010.941434920478,26960.390403554564,27405.709842683158,26795.666304014143
2025-12-20,26323.1479512579,26810.33528043591,26912.09791920691,26460.08817532289,27986.12109114882,27605.729344201354,26107.877220212835,26289.711638978504
2025-12-21,61395.39802474839,61435.743073610196,61298.01083311616,61417.04032384934,61448.736918712704,61226.68467299266,61340.6161877949,61124.22280110859
2025-12-22,60885.545344547834,61419.26199031338,60840.551850044125,60905.15792727813,61409.74423580937,60836.168754219776,61204.278235052894,60750.49628434842
2025-12-23,60537.561864247065,60334.66316222624,60030.500734969195,60505.657296312966,60311.28686329559,59842.468780304465,60277.26397739653,60407.26750493982
2025-12-24,61318.267146423044,59909.2103577083,61051.73872487691,61316.38248874283,59865.37570893404,60647.460596495046,60041.68865751504,60557.3189995147
2025-12-25,61338.23041504909,61357.52696929393,60668.583811766046,61282.09326383013,61293.59693134761,60506.86922169409,61464.92341844189,61283.42530823932
2025-12-26,26829.591328236893,26869.895413777183,26843.539180080123,26830.115358543924,26734.388832146586,26654.63454033357,26741.013434370576,26580.01789685706
2025-12-27,25982.828579554327,25652.213013817116,25784.523049135438,25942.1131952004,25982.22588728668,25747.085615595526,25446.16489989653,25583.81544180824
2025-12-28,59732.749722003326,59692.28355296226,59687.50971323461,59736.285633428786,59535.22138790808,59576.44539826956,59955.58495988504,59842.24652347491
2025-12-29,60749.192728163325,61017.32588869265,60639.983891078606,60815.74373395498,61044.47903966335,60566.69700128128,60988.50385800002,60298.23456353429
2025-12-30,60965.98560003349,60332.271207340964,60504.346693666135,60982.27767276689,60228.675803470636,60269.96372734624,60777.77803705442,61174.76384659068
2025-12-31,60960.4175409206,61513.52429759895,60702.2322314813,61008.78794185814,61292.3242571386,60981.095020531066,61579.39812066221,60606.46027243208
