日期,紧急购电量/kWh
2025-11-01,1.411271099982514e-11
2025-11-02,7.576859106682192
2025-11-03,1.732469723236818e-11
2025-11-04,73.77653700001744
2025-11-05,2.1180834863798736e-11
2025-11-06,387.89340938462595
2025-11-07,1.5590195800996298e-11
2025-11-08,1.532463045350596e-11
2025-11-09,1.7502777005518055e-11
2025-11-10,1.8833379300531305e-11
2025-11-11,1.775712910045968e-11
2025-11-12,1.5808710243647717e-11
2025-11-13,2.6542323894318542e-11
2025-11-14,1.802469284939434e-11
2025-11-15,13.06458173390366
2025-11-16,1.56106239046494e-11
2025-11-17,1.0391687510491465e-11
2025-11-18,1.7997603407593488e-11
2025-11-19,1.3850000000167746
2025-11-20,1.8090862141662e-11
2025-11-21,1.3451462166358397e-11
2025-11-22,1.7426060594516457e-11
2025-11-23,1.340350053169459e-11
2025-11-24,18.839666666684806
2025-11-25,1.468208887800415e-11
2025-11-26,34.99204673335287
2025-11-27,2.5656810009877518e-11
2025-11-28,34.375360466682096
2025-11-29,1.5106804696074505e-11
2025-11-30,1.5526749333530123
2025-12-01,2584.4282185947463
2025-12-02,2790.679140235602
2025-12-03,1320.3537227547129
2025-12-04,2798.341581481968
2025-12-05,1718.1805030000119
2025-12-06,211.53820822223497
2025-12-07,2546.5643403187146
2025-12-08,1838.494408150909
2025-12-09,62.01965552779886
2025-12-10,1.6652013101747798e-11
2025-12-11,1.1999734539358542e-11
2025-12-12,1.3167689161264207e-11
2025-12-13,1.9600321365942364e-11
2025-12-14,1.1968870339273963e-11
2025-12-15,1.3197623549565662e-11
2025-12-16,1.2958079054214977e-11
2025-12-17,1.2192913345643319e-11
2025-12-18,1.6401102698182513e-11
2025-12-19,1.9160853459432303e-11
2025-12-20,1.5793588659107627e-11
2025-12-21,1.3536172183137296e-11
2025-12-22,42.446953150017166
2025-12-23,1.9413137763990562e-11
2025-12-24,36.663140000014735
2025-12-25,1.557842743693527e-11
2025-12-26,1.3778311824808043e-11
2025-12-27,1.481259559454884e-11
2025-12-28,1.662392445922478e-11
2025-12-29,1.3189171976790703e-11
2025-12-30,1.592215248535922e-11
2025-12-31,1.3806733534238447e-11
