日期,H紧急量/kWh,G紧急量/kWh
2025-07-05,3901.250672400006,3924.534249531306
2025-07-06,4762.280473702671,5715.019472145332
2025-07-07,2131.7448059333374,3187.097617066672
2025-07-08,555.2336684206765,893.9337643046723
2025-07-09,143.2116902000065,292.2492028093375
2025-07-10,327.0420565120047,327.0420565120059
2025-07-11,149.92344216800478,94.99116144934035
2025-07-12,215.04961138200775,793.6857360746733
2025-07-13,156.21175393334184,216.7740672666751
2025-07-14,257.1001464000021,257.1001464000038
2025-07-15,5.464962933347492,19.68141066667909
2025-07-16,51.09771673334208,97.92928333334324
2025-07-17,29.804373266678468,29.804373266675917
2025-07-18,5.202949182603334e-12,6.317613099326991e-12
2025-07-19,8.82471873353552e-12,5.3930193644191604e-12
2025-07-20,9.08206843064363e-12,11.909984000010649
2025-07-21,11.915885666681026,11.915885666678808
2025-07-22,83.04926233334427,83.04926233334308
2025-07-23,53.89012466667474,38.40672366667375
2025-07-24,19.5928666666822,19.592866666681402
2025-07-25,6.253664253108582e-12,6.5361049905732216e-12
2025-07-26,7.756351116938731e-12,6.119993400943713e-12
2025-07-27,259.83905566667636,15.60030000001275
2025-07-28,41.143705794712815,90.73223043001173
2025-07-29,27.52299886667582,75.40039830267757
2025-07-30,8.963274567008739e-12,9.211964524524774e-12
2025-07-31,0.5206133333461316,0.5206133333444156
2025-08-01,4.8481219039331336e-12,5.333067321089402e-12
2025-08-02,7.412737090817245e-12,3.956894626006526
2025-08-03,150.1923767333397,139.59361720001098
2025-08-04,1.7223802666757333,32.47614026667603
2025-08-05,0.09546953334359465,0.09546953333926567
2025-08-06,1.354694134647616e-11,1.3198775405953711e-11
2025-08-07,24.96622913334021,24.96622913334108
2025-08-08,1.0058176513894068e-11,8.643752380521619e-12
2025-08-09,5.468514530093671e-12,47.88124984867278
2025-08-10,8.541611862256104e-12,1.2705392293810291e-11
2025-08-11,108.33172913333898,205.39479200400552
2025-08-12,41.705894666680706,40.84604460001417
2025-08-13,36.57875226667754,60.83953893334235
2025-08-14,36.86957306667324,36.86957306667352
2025-08-15,7.644551658358978e-12,7.061906615035696e-12
2025-08-16,6.369571536879448e-12,27.569565910007533
2025-08-17,20.481066666674145,20.481066666674362
2025-08-18,188.1865716000102,219.2439637613446
2025-08-19,111.11840460001125,157.96005580001085
2025-08-20,2991.6266354953405,3016.9770195213414
2025-08-21,4.364680000011456,4.364680000009289
2025-08-22,163.26290087000135,163.26290087000197
2025-08-23,5.6985527407960035e-12,4.4426684553400264e-12
2025-08-24,1.1718848114128377e-11,1.4822587601770465e-11
2025-08-25,72.54016402201114,72.54016402201314
2025-08-26,5.700793466674112,5.700793466674851
2025-08-27,14.042593333342118,14.042593333341298
2025-08-28,97.53143493867844,101.6288064846794
2025-08-29,5.95790083934844e-12,7.265299473147024e-12
2025-08-30,8.01669841621333e-12,1.0235368108624243e-11
2025-08-31,61.177804400011034,61.17780440000921
2025-09-01,1.596589527252945e-11,1.7557511000632076e-11
2025-09-02,8.210321311707958e-12,1.06439301816863e-11
2025-09-03,1.3315570868144277e-11,1.3249845665086468e-11
2025-09-04,8.757439218243235e-12,1.20543575121701e-11
2025-09-05,1.1681322575896047e-11,1.3727685654885136e-11
2025-09-06,1.0757617019407917e-11,1.4509282664221246e-11
2025-09-07,8.236772375269652e-12,1.3170797785733157e-11
2025-09-08,1414.0804765666855,1473.864699303356
2025-09-09,1.0521361559767684e-11,1.1800338484135864e-11
2025-09-10,296.3760166666793,924.8586255160125
2025-09-11,1.0873080213968933e-11,1.1612044659159437e-11
2025-09-12,1.0247802606500045e-11,9.849898674474389e-12
2025-09-13,9.339196083146817e-12,1.1310952174881095e-11
2025-09-14,1.482991507373299e-11,3.5550000000104296
2025-09-15,1.1717666666826112,1.1717666666791082
2025-09-16,8.238266666676257,13.092750000011415
2025-09-17,322.4773356026812,310.7955308853418
2025-09-18,9.443112958251731e-12,9.966069636213604e-12
2025-09-19,1.3477302607256547e-11,1.2157386208855314e-11
2025-09-20,180.02101866534431,275.11776206067634
2025-09-21,1.3229417561433365e-11,8.445000000011518
2025-09-22,14.99389633334675,1.7266188478970435e-11
2025-09-23,157.02763130468125,185.09316468867885
2025-09-24,1.1501022356696922e-11,1.1695089341401399e-11
2025-09-25,15.371666666679316,31.886366666677606
2025-09-26,1.178949993185796e-11,1.078985512048547e-11
2025-09-27,297.0037329073426,405.12745936467354
2025-09-28,139.08145846868,139.0814584686779
2025-09-29,138.28542697667908,138.28542697667336
2025-09-30,15.226871466677206,151.83046366134542
2025-10-01,1.3382184249621787e-11,1.546407446539888e-11
2025-10-02,1.1893597218204377e-11,1.0337508626889758e-11
2025-10-03,9.730882766234572e-12,7.492673148590256e-12
2025-10-04,1.077467282062372e-11,1.0049031051728718e-11
2025-10-05,1.1116441100966767e-11,1.0081713242016122e-11
2025-10-06,9.725997784926221e-12,1.3079759497713894e-11
2025-10-07,10.792334606675787,10.792334606675976
2025-10-08,1.3774398288646239e-11,1.4958784211316356e-11
2025-10-09,1.239464086921771e-11,1.3832823775317138e-11
2025-10-10,1.156408302449563e-11,30.458973561343782
2025-10-11,1.1130818489135663e-11,1.0630607505390799e-11
2025-10-12,20.92993333334437,20.929933333350657
2025-10-13,1.7291057474722038e-11,1.5632384275932054e-11
2025-10-14,738.2905868666865,738.2905868666841
2025-10-15,538.165853143354,567.6099252500187
2025-10-16,1220.1088128166825,1232.2288938293448
2025-10-17,93.28974164201014,122.42722830867591
2025-10-18,26.97238950401489,7.760028089346333
2025-10-19,1038.320549822014,1068.9105467406775
2025-10-20,825.7468541680176,850.6767771013482
2025-10-21,60.462473748690705,115.90848951002144
2025-10-22,376.60749237668193,376.6074923766806
2025-10-23,1.3735734771813668e-11,1.2846224084483993e-11
2025-10-24,215.22069980467805,215.22069980467745
2025-10-25,28.52186653600961,28.521866536009465
2025-10-26,1.6131096458593674e-11,1.9478640922443446e-11
2025-10-27,341.1101535666835,370.74203776667946
2025-10-28,206.85295709601988,222.5168952180141
